year,sport,event,gold_name,gold_noc,tie_gold,silver_name,silver_noc,tie_silver,bronze_name,bronze_noc,tie_bronze
2002,Snowboarding,"Halfpipe, Women",Kelly Clark,USA,False,Doriane Vidal,FRA,False,Fabienne Reuteler,SUI,False
2002,Speed Skating,"500 metres, Men",Casey FitzRandolph,USA,False,Hiroyasu Shimizu,JPN,False,Kip Carpenter,USA,False
2002,Speed Skating,"1,000 metres, Men",Gerard van Velde,NED,False,Jan Bos,NED,False,Joey Cheek,USA,False
2002,Speed Skating,"1,500 metres, Men",Derek Parra,USA,False,Jochem Uytdehaage,NED,False,Ådne Søndrål,NOR,False
2002,Speed Skating,"5,000 metres, Men",Jochem Uytdehaage,NED,False,Derek Parra,USA,False,Jens Boden,GER,False
2002,Speed Skating,"10,000 metres, Men",Jochem Uytdehaage,NED,False,Gianni Romme,NED,False,Lasse Sætre,NOR,False
2002,Speed Skating,"500 metres, Women",Catriona Le May Doan,CAN,False,Monique Garbrecht-Enfeldt,GER,False,Sabine Völker,GER,False
2002,Speed Skating,"1,000 metres, Women",Chris Witty,USA,False,Sabine Völker,GER,False,Jennifer Rodriguez,USA,False
2002,Speed Skating,"1,500 metres, Women",Anni Friesinger,GER,False,Sabine Völker,GER,False,Jennifer Rodriguez,USA,False
2002,Speed Skating,"3,000 metres, Women",Claudia Pechstein,GER,False,Renate Groenewold,NED,False,Cindy Klassen,CAN,False
2002,Speed Skating,"5,000 metres, Women",Claudia Pechstein,GER,False,Gretha Smit,NED,False,Clara Hughes,CAN,False
2006,Alpine Skiing,"Downhill, Men",Antoine Dénériaz,FRA,False,Michael Walchhofer,AUT,False,Bruno Kernen,SUI,False
2006,Alpine Skiing,"Super G, Men",Kjetil André Aamodt,NOR,False,Hermann Maier,AUT,False,Ambrosi Hoffmann,SUI,False
2006,Alpine Skiing,"Giant Slalom, Men",Benjamin Raich,AUT,False,Joël Chenal,FRA,False,Hermann Maier,AUT,False
2006,Alpine Skiing,"Slalom, Men",Benjamin Raich,AUT,False,Reinfried Herbst,AUT,False,Rainer Schönfelder,AUT,False
2006,Alpine Skiing,"Combined, Men",Ted Ligety,USA,False,Ivica Kostelić,CRO,False,Rainer Schönfelder,AUT,False
2006,Alpine Skiing,"Downhill, Women",Michaela Dorfmeister,AUT,False,Martina Schild,SUI,False,Anja Pärson,SWE,False
2006,Alpine Skiing,"Super G, Women",Michaela Dorfmeister,AUT,False,Janica Kostelić,CRO,False,Alexandra Meissnitzer,AUT,False
2006,Alpine Skiing,"Giant Slalom, Women",Julia Mancuso,USA,False,Tanja Poutiainen,FIN,False,Anna Ottosson,SWE,False
2006,Alpine Skiing,"Slalom, Women",Anja Pärson,SWE,False,Nicole Hosp,AUT,False,Marlies Schild,AUT,False
2006,Alpine Skiing,"Combined, Women",Janica Kostelić,CRO,False,Marlies Schild,AUT,False,Anja Pärson,SWE,False
2006,Biathlon,"Sprint, Men",Sven Fischer,GER,False,Halvard Hanevold,NOR,False,Frode Andresen,NOR,False
2006,Biathlon,"Pursuit, Men",Vincent Defrasne,FRA,False,Ole Einar Bjørndalen,NOR,False,Sven Fischer,GER,False
2006,Biathlon,"Mass Start, Men",Michael Greis,GER,False,Tomasz Sikora,POL,False,Ole Einar Bjørndalen,NOR,False
2006,Biathlon,"Individual, Men",Michael Greis,GER,False,Ole Einar Bjørndalen,NOR,False,Halvard Hanevold,NOR,False
2006,Biathlon,"Relay, Men",Germany,GER,False,Russian Federation,RUS,False,France,FRA,False
2006,Biathlon,"Sprint, Women",Florence Baverel-Robert,FRA,False,Anna-Carin Olofsson,SWE,False,Liliya Yefremova,UKR,False
2006,Biathlon,"Pursuit, Women",Kati Wilhelm,GER,False,Martina Glagow,GER,False,Albina Akhatova,RUS,False
2006,Biathlon,"Mass Start, Women",Anna-Carin Olofsson,SWE,False,Kati Wilhelm,GER,False,Uschi Disl,GER,False
2006,Biathlon,"Individual, Women",Svetlana Ishmuratova,RUS,False,Martina Glagow,GER,False,Albina Akhatova,RUS,False
2006,Biathlon,"Relay, Women",Russian Federation,RUS,False,Germany,GER,False,France,FRA,False
2006,Bobsleigh,"Two, Men",Germany 1,GER,False,Canada 1,CAN,False,Switzerland 1,SUI,False
2006,Bobsleigh,"Four, Men",Germany 1,GER,False,Russian Federation 1,RUS,False,Switzerland 1,SUI,False
2006,Bobsleigh,"Two, Women",Germany 1,GER,False,United States 1,USA,False,Italy 1,ITA,False
2006,Cross Country Skiing,"Sprint, Men",Björn Lind,SWE,False,Roddy Darragon,FRA,False,Thobias Fredriksson,SWE,False
2006,Cross Country Skiing,"15 kilometres, Men",Andrus Veerpalu,EST,False,Lukáš Bauer,CZE,False,Tobias Angerer,GER,False
2006,Cross Country Skiing,"50 kilometres, Men",Giorgio Di Centa,ITA,False,Yevgeny Dementyev,RUS,False,Mikhail Botvinov,AUT,False
2006,Cross Country Skiing,"Skiathlon, Men",Yevgeny Dementyev,RUS,False,Frode Estil,NOR,False,Pietro Piller Cottrer,ITA,False
2006,Cross Country Skiing,"Relay, Men",Italy,ITA,False,Germany,GER,False,Sweden,SWE,False
2006,Cross Country Skiing,"Team Sprint, Men",Sweden,SWE,False,Norway,NOR,False,Russian Federation,RUS,False
2006,Cross Country Skiing,"Sprint, Women",Chandra Crawford,CAN,False,Claudia Nystad,GER,False,Alyona Sidko,RUS,False
2006,Cross Country Skiing,"10 kilometres, Women",Kristina Šmigun,EST,False,Marit Bjørgen,NOR,False,Hilde Gjermundshaug Pedersen,NOR,False
2006,Cross Country Skiing,"30 kilometres, Women",Kateřina Neumannová,CZE,False,Yuliya Chepalova,RUS,False,Justyna Kowalczyk,POL,False
2006,Cross Country Skiing,"Skiathlon, Women",Kristina Šmigun,EST,False,Kateřina Neumannová,CZE,False,Yevgeniya Medvedeva,RUS,False
2006,Cross Country Skiing,"Relay, Women",Russian Federation,RUS,False,Germany,GER,False,Italy,ITA,False
2006,Cross Country Skiing,"Team Sprint, Women",Sweden,SWE,False,Canada,CAN,False,Finland,FIN,False
2006,Curling,"Team, Men",Canada,CAN,False,Finland,FIN,False,United States,USA,False
2006,Curling,"Team, Women",Sweden,SWE,False,Switzerland,SUI,False,Canada,CAN,False
2006,Figure Skating,"Singles, Men",Yevgeny Plyushchenko,RUS,False,Stéphane Lambiel,SUI,False,Jeff Buttle,CAN,False
2006,Figure Skating,"Singles, Women",Shizuka Arakawa,JPN,False,Sasha Cohen,USA,False,Irina Slutskaya,RUS,False
2006,Figure Skating,"Pairs, Mixed",Russian Federation 1,RUS,False,People's Republic of China 1,CHN,False,People's Republic of China 3,CHN,False
2006,Figure Skating,"Ice Dance, Mixed",Russian Federation 1,RUS,False,United States 1,USA,False,Ukraine 1,UKR,False
2006,Freestyle Skiing,"Moguls, Men",Dale Begg-Smith,AUS,False,Mikko Ronkainen,FIN,False,Toby Dawson,USA,False
2006,Freestyle Skiing,"Aerials, Men",Han Xiaopeng,CHN,False,Dzmitry Dashchynski,BLR,False,Vladimir Lebedev,RUS,False
2006,Freestyle Skiing,"Moguls, Women",Jennifer Heil,CAN,False,Kari Traa,NOR,False,Sandra Laoura,FRA,False
2006,Freestyle Skiing,"Aerials, Women",Evelyne Leu,SUI,False,Li Nina,CHN,False,Alisa Camplin,AUS,False
2006,Ice Hockey,"Ice Hockey, Men",Sweden,SWE,False,Finland,FIN,False,Czech Republic,CZE,False
2006,Ice Hockey,"Ice Hockey, Women",Canada,CAN,False,Sweden,SWE,False,United States,USA,False
2006,Luge,"Singles, Men",Armin Zöggeler,ITA,False,Albert Demchenko,RUS,False,Mārtiņš Rubenis,LAT,False
2006,Luge,"Doubles, Men",Austria 1,AUT,False,Germany 1,GER,False,Italy 1,ITA,False
2006,Luge,"Singles, Women",Sylke Otto,GER,False,Silke Kraushaar,GER,False,Tatjana Hüfner,GER,False
2006,Nordic Combined,"Team, Men",Austria,AUT,False,Germany,GER,False,Finland,FIN,False
2006,Nordic Combined,"Individual, Men",Georg Hettich,GER,False,Felix Gottwald,AUT,False,Magnus Moan,NOR,False
2006,Nordic Combined,"Sprint, Men",Felix Gottwald,AUT,False,Magnus Moan,NOR,False,Georg Hettich,GER,False
2006,Short Track Speed Skating,"500 metres, Men",Apolo Anton Ohno,USA,False,François-Louis Tremblay,CAN,False,Hyeon-Su An,KOR,False
2006,Short Track Speed Skating,"1,000 metres, Men",Hyeon-Su An,KOR,False,Lee Ho-Seok,KOR,False,Apolo Anton Ohno,USA,False
2006,Short Track Speed Skating,"1,500 metres, Men",Hyeon-Su An,KOR,False,Lee Ho-Seok,KOR,False,Li Jiajun,CHN,False
2006,Short Track Speed Skating,"Relay, Men",Republic of Korea,KOR,False,Canada,CAN,False,United States,USA,False
2006,Short Track Speed Skating,"500 metres, Women",Wang Meng,CHN,False,Evgeniya Radanova,BUL,False,Anouk Leblanc-Boucher,CAN,False
2006,Short Track Speed Skating,"1,000 metres, Women",Jin Seon-Yu,KOR,False,Wang Meng,CHN,False,Yang Yang (A),CHN,False
2006,Short Track Speed Skating,"1,500 metres, Women",Jin Seon-Yu,KOR,False,Choi Eun-Gyeong,KOR,False,Wang Meng,CHN,False
2006,Short Track Speed Skating,"Relay, Women",Republic of Korea,KOR,False,Canada,CAN,False,Italy,ITA,False
2006,Skeleton,"Skeleton, Men",Duff Gibson,CAN,False,Jeff Pain,CAN,False,Gregor Stähli,SUI,False
2006,Skeleton,"Skeleton, Women",Maya Pedersen,SUI,False,Shelley Rudman,GBR,False,Mellisa Hollingsworth-Richards,CAN,False
2006,Ski Jumping,"Normal Hill, Individual, Men",Lars Bystøl,NOR,False,Matti Hautamäki,FIN,False,Roar Ljøkelsøy,NOR,False
2006,Ski Jumping,"Large Hill, Individual, Men",Thomas Morgenstern,AUT,False,Andreas Kofler,AUT,False,Lars Bystøl,NOR,False
2006,Ski Jumping,"Large Hill, Team, Men",Austria,AUT,False,Finland,FIN,False,Norway,NOR,False
2006,Snowboarding,"Parallel Giant Slalom, Men",Philipp Schoch,SUI,False,Simon Schoch,SUI,False,Sigi Grabner,AUT,False
2006,Snowboarding,"Halfpipe, Men",Shaun White,USA,False,Danny Kass,USA,False,Markku Koski,FIN,False
2006,Snowboarding,"Cross, Men",Seth Wescott,USA,False,Radoslav Židek,SVK,False,Paul-Henri De Le Rue,FRA,False
2006,Snowboarding,"Parallel Giant Slalom, Women",Daniela Meuli,SUI,False,Amelie Kober,GER,False,Rosey Fletcher,USA,False
2006,Snowboarding,"Halfpipe, Women",Hannah Teter,USA,False,Gretchen Bleiler,USA,False,Kjersti Buaas,NOR,False
2006,Snowboarding,"Cross, Women",Tanja Frieden,SUI,False,Lindsey Jacobellis,USA,False,Dominique Maltais,CAN,False
2006,Speed Skating,"500 metres, Men",Joey Cheek,USA,False,Dmitry Dorofeyev,RUS,False,Lee Gang-Seok,KOR,False
2006,Speed Skating,"1,000 metres, Men",Shani Davis,USA,False,Joey Cheek,USA,False,Erben Wennemars,NED,False
2006,Speed Skating,"1,500 metres, Men",Enrico Fabris,ITA,False,Shani Davis,USA,False,Chad Hedrick,USA,False
2006,Speed Skating,"5,000 metres, Men",Chad Hedrick,USA,False,Sven Kramer,NED,False,Enrico Fabris,ITA,False
2006,Speed Skating,"10,000 metres, Men",Bob de Jong,NED,False,Chad Hedrick,USA,False,Carl Verheijen,NED,False
2006,Speed Skating,"Team Pursuit (8 laps), Men",Italy,ITA,False,Canada,CAN,False,Netherlands,NED,False
2006,Speed Skating,"500 metres, Women",Svetlana Zhurova,RUS,False,Wang Manli,CHN,False,Ren Hui,CHN,False
2006,Speed Skating,"1,000 metres, Women",Marianne Timmer,NED,False,Cindy Klassen,CAN,False,Anni Friesinger,GER,False
2006,Speed Skating,"1,500 metres, Women",Cindy Klassen,CAN,False,Kristina Groves,CAN,False,Ireen Wüst,NED,False
2006,Speed Skating,"3,000 metres, Women",Ireen Wüst,NED,False,Renate Groenewold,NED,False,Cindy Klassen,CAN,False
2006,Speed Skating,"5,000 metres, Women",Clara Hughes,CAN,False,Claudia Pechstein,GER,False,Cindy Klassen,CAN,False
2006,Speed Skating,"Team Pursuit (6 laps), Women",Germany,GER,False,Canada,CAN,False,Russian Federation,RUS,False
2010,Alpine Skiing,"Downhill, Men",Didier Défago,SUI,False,Aksel Lund Svindal,NOR,False,Bode Miller,USA,False
2010,Alpine Skiing,"Super G, Men",Aksel Lund Svindal,NOR,False,Bode Miller,USA,False,Andrew Weibrecht,USA,False
2010,Alpine Skiing,"Giant Slalom, Men",Carlo Janka,SUI,False,Kjetil Jansrud,NOR,False,Aksel Lund Svindal,NOR,False
2010,Alpine Skiing,"Slalom, Men",Giuliano Razzoli,ITA,False,Ivica Kostelić,CRO,False,André Myhrer,SWE,False
2010,Alpine Skiing,"Combined, Men",Bode Miller,USA,False,Ivica Kostelić,CRO,False,Silvan Zurbriggen,SUI,False
2010,Alpine Skiing,"Downhill, Women",Lindsey Vonn,USA,False,Julia Mancuso,USA,False,Elisabeth Görgl,AUT,False
2010,Alpine Skiing,"Super G, Women",Andrea Fischbacher,AUT,False,Tina Maze,SLO,False,Lindsey Vonn,USA,False
2010,Alpine Skiing,"Giant Slalom, Women",Viktoria Rebensburg,GER,False,Tina Maze,SLO,False,Elisabeth Görgl,AUT,False
2010,Alpine Skiing,"Slalom, Women",Maria Riesch,GER,False,Marlies Schild,AUT,False,Šárka Záhrobská,CZE,False
2010,Alpine Skiing,"Combined, Women",Maria Riesch,GER,False,Julia Mancuso,USA,False,Anja Pärson,SWE,False
2010,Biathlon,"Sprint, Men",Vincent Jay,FRA,False,Emil Hegle Svendsen,NOR,False,Jakov Fak,CRO,False
2010,Biathlon,"Pursuit, Men",Björn Ferry,SWE,False,Christoph Sumann,AUT,False,Vincent Jay,FRA,False
2010,Biathlon,"Mass Start, Men",Martin Fourcade,FRA,False,Pavol Hurajt,SVK,False,Christoph Sumann,AUT,False
2010,Biathlon,"Individual, Men",Emil Hegle Svendsen,NOR,False,Siarhei NovikauOle Einar Bjørndalen,BLRNOR,True,—,—,False
2010,Biathlon,"Relay, Men",Norway,NOR,False,Austria,AUT,False,Sweden,SWE,False
2010,Biathlon,"Sprint, Women",Anastasia Kuzmina,SVK,False,Magdalena Neuner,GER,False,Marie Dorin,FRA,False
2010,Biathlon,"Pursuit, Women",Magdalena Neuner,GER,False,Anastasia Kuzmina,SVK,False,Marie-Laure Brunet,FRA,False
2010,Biathlon,"Mass Start, Women",Magdalena Neuner,GER,False,Olga Zaytseva,RUS,False,Simone Hauswald,GER,False
2010,Biathlon,"Individual, Women",Tora Berger,NOR,False,Yelena Khrustalyova,KAZ,False,Daria Domrachava,BLR,False
2010,Biathlon,"Relay, Women",Russian Federation,RUS,False,France,FRA,False,Germany,GER,False
2010,Bobsleigh,"Two, Men",Germany 1,GER,False,Germany 2,GER,False,Russian Federation 1,RUS,False
2010,Bobsleigh,"Four, Men",United States 1,USA,False,Germany 1,GER,False,Canada 1,CAN,False
2010,Bobsleigh,"Two, Women",Canada 1,CAN,False,Canada 2,CAN,False,United States 2,USA,False
2010,Cross Country Skiing,"Sprint, Men",Nikita Kryukov,RUS,False,Aleksandr Panzhinsky,RUS,False,Petter Northug,NOR,False
2010,Cross Country Skiing,"15 kilometres, Men",Dario Cologna,SUI,False,Pietro Piller Cottrer,ITA,False,Lukáš Bauer,CZE,False
2010,Cross Country Skiing,"50 kilometres, Men",Petter Northug,NOR,False,Axel Teichmann,GER,False,Johan Olsson,SWE,False
2010,Cross Country Skiing,"Skiathlon, Men",Marcus Hellner,SWE,False,Tobias Angerer,GER,False,Johan Olsson,SWE,False
2010,Cross Country Skiing,"Relay, Men",Sweden,SWE,False,Norway,NOR,False,Czech Republic,CZE,False
2010,Cross Country Skiing,"Team Sprint, Men",Norway,NOR,False,Germany,GER,False,Russian Federation,RUS,False
2010,Cross Country Skiing,"Sprint, Women",Marit Bjørgen,NOR,False,Justyna Kowalczyk,POL,False,Petra Majdič,SLO,False
2010,Cross Country Skiing,"10 kilometres, Women",Charlotte Kalla,SWE,False,Kristina Šmigun-Vähi,EST,False,Marit Bjørgen,NOR,False
2010,Cross Country Skiing,"30 kilometres, Women",Justyna Kowalczyk,POL,False,Marit Bjørgen,NOR,False,Aino-Kaisa Saarinen,FIN,False
2010,Cross Country Skiing,"Skiathlon, Women",Marit Bjørgen,NOR,False,Anna Haag,SWE,False,Justyna Kowalczyk,POL,False
2010,Cross Country Skiing,"Relay, Women",Norway,NOR,False,Germany,GER,False,Finland,FIN,False
2010,Cross Country Skiing,"Team Sprint, Women",Germany,GER,False,Sweden,SWE,False,Russian Federation,RUS,False
2010,Curling,"Team, Men",Canada,CAN,False,Norway,NOR,False,Switzerland,SUI,False
2010,Curling,"Team, Women",Sweden,SWE,False,Canada,CAN,False,People's Republic of China,CHN,False
2010,Figure Skating,"Singles, Men",Evan Lysacek,USA,False,Yevgeny Plyushchenko,RUS,False,Daisuke Takahashi,JPN,False
2010,Figure Skating,"Singles, Women",Yu-Na Kim,KOR,False,Mao Asada,JPN,False,Joannie Rochette,CAN,False
2010,Figure Skating,"Pairs, Mixed",People's Republic of China 1,CHN,False,People's Republic of China 2,CHN,False,Germany 1,GER,False
2010,Figure Skating,"Ice Dance, Mixed",Canada 1,CAN,False,United States 1,USA,False,Russian Federation 1,RUS,False
2010,Freestyle Skiing,"Moguls, Men",Alex Bilodeau,CAN,False,Dale Begg-Smith,AUS,False,Bryon Wilson,USA,False
2010,Freestyle Skiing,"Aerials, Men",Aliaksei Hryshyn,BLR,False,Jeret Peterson,USA,False,Liu Zhongqing,CHN,False
2010,Freestyle Skiing,"Ski Cross, Men",Mike Schmid,SUI,False,Andreas Matt,AUT,False,Audun Grønvold,NOR,False
2010,Freestyle Skiing,"Moguls, Women",Hannah Kearney,USA,False,Jennifer Heil,CAN,False,Shannon Bahrke,USA,False
2010,Freestyle Skiing,"Aerials, Women",Lydia Lassila,AUS,False,Li Nina,CHN,False,Guo Xinxin,CHN,False
2010,Freestyle Skiing,"Ski Cross, Women",Ashleigh McIvor,CAN,False,Hedda Berntsen,NOR,False,Marion Josserand,FRA,False
2010,Ice Hockey,"Ice Hockey, Men",Canada,CAN,False,United States,USA,False,Finland,FIN,False
2010,Ice Hockey,"Ice Hockey, Women",Canada,CAN,False,United States,USA,False,Finland,FIN,False
2010,Luge,"Singles, Men",Felix Loch,GER,False,David Möller,GER,False,Armin Zöggeler,ITA,False
2010,Luge,"Doubles, Men",Austria 1,AUT,False,Latvia 1,LAT,False,Germany 2,GER,False
2010,Luge,"Singles, Women",Tatjana Hüfner,GER,False,Nina Reithmayer,AUT,False,Natalie Geisenberger,GER,False
2010,Nordic Combined,"Team, Men",Austria,AUT,False,United States,USA,False,Germany,GER,False
2010,Nordic Combined,"Individual, Men",Jason Lamy-Chappuis,FRA,False,Johnny Spillane,USA,False,Alessandro Pittin,ITA,False
2010,Nordic Combined,"Sprint, Men",Bill Demong,USA,False,Johnny Spillane,USA,False,Berni Gruber,AUT,False
2010,Short Track Speed Skating,"500 metres, Men",Charles Hamelin,CAN,False,Seong Si-Baek,KOR,False,François-Louis Tremblay,CAN,False
2010,Short Track Speed Skating,"1,000 metres, Men",Lee Jeong-Su,KOR,False,Lee Ho-Seok,KOR,False,Apolo Anton Ohno,USA,False
2010,Short Track Speed Skating,"1,500 metres, Men",Lee Jeong-Su,KOR,False,Apolo Anton Ohno,USA,False,J. R. Celski,USA,False
2010,Short Track Speed Skating,"Relay, Men",Canada,CAN,False,Republic of Korea,KOR,False,United States,USA,False
2010,Short Track Speed Skating,"500 metres, Women",Wang Meng,CHN,False,Marianne St-Gelais,CAN,False,Arianna Fontana,ITA,False
2010,Short Track Speed Skating,"1,000 metres, Women",Wang Meng,CHN,False,Katherine Reutter,USA,False,Park Seung-Hui,KOR,False
2010,Short Track Speed Skating,"1,500 metres, Women",Zhou Yang,CHN,False,Lee Eun-Byeol,KOR,False,Park Seung-Hui,KOR,False
2010,Short Track Speed Skating,"Relay, Women",People's Republic of China,CHN,False,Canada,CAN,False,United States,USA,False
2010,Skeleton,"Skeleton, Men",Jon Montgomery,CAN,False,Martins Dukurs,LAT,False,Aleksandr Tretyakov,RUS,False
2010,Skeleton,"Skeleton, Women",Amy Williams,GBR,False,Kerstin Szymkowiak,GER,False,Anja Huber,GER,False
2010,Ski Jumping,"Normal Hill, Individual, Men",Simon Ammann,SUI,False,Adam Małysz,POL,False,Gregor Schlierenzauer,AUT,False
2010,Ski Jumping,"Large Hill, Individual, Men",Simon Ammann,SUI,False,Adam Małysz,POL,False,Gregor Schlierenzauer,AUT,False
2010,Ski Jumping,"Large Hill, Team, Men",Austria,AUT,False,Germany,GER,False,Norway,NOR,False
2010,Snowboarding,"Parallel Giant Slalom, Men",Jasey-Jay Anderson,CAN,False,Benjamin Karl,AUT,False,Mathieu Bozzetto,FRA,False
2010,Snowboarding,"Halfpipe, Men",Shaun White,USA,False,Peetu Piiroinen,FIN,False,Scotty Lago,USA,False
2010,Snowboarding,"Cross, Men",Seth Wescott,USA,False,Mike Robertson,CAN,False,Tony Ramoin,FRA,False
2010,Snowboarding,"Parallel Giant Slalom, Women",Nicolien Sauerbreij,NED,False,Yekaterina Ilyukhina,RUS,False,Marion Kreiner,AUT,False
2010,Snowboarding,"Halfpipe, Women",Torah Bright,AUS,False,Hannah Teter,USA,False,Kelly Clark,USA,False
2010,Snowboarding,"Cross, Women",Maëlle Ricker,CAN,False,Déborah Anthonioz,FRA,False,Olivia Nobs,SUI,False
2010,Speed Skating,"500 metres, Men",Mo Tae-Beom,KOR,False,Keiichiro Nagashima,JPN,False,Joji Kato,JPN,False
2010,Speed Skating,"1,000 metres, Men",Shani Davis,USA,False,Mo Tae-Beom,KOR,False,Chad Hedrick,USA,False
2010,Speed Skating,"1,500 metres, Men",Mark Tuitert,NED,False,Shani Davis,USA,False,Håvard Bøkko,NOR,False
2010,Speed Skating,"5,000 metres, Men",Sven Kramer,NED,False,Lee Seung-Hun,KOR,False,Ivan Skobrev,RUS,False
2010,Speed Skating,"10,000 metres, Men",Lee Seung-Hun,KOR,False,Ivan Skobrev,RUS,False,Bob de Jong,NED,False
2010,Speed Skating,"Team Pursuit (8 laps), Men",Canada,CAN,False,United States,USA,False,Netherlands,NED,False
2010,Speed Skating,"500 metres, Women",Lee Sang-Hwa,KOR,False,Jenny Wolf,GER,False,Wang Beixing,CHN,False
2010,Speed Skating,"1,000 metres, Women",Christine Nesbitt,CAN,False,Annette Gerritsen,NED,False,Laurine van Riessen,NED,False
2010,Speed Skating,"1,500 metres, Women",Ireen Wüst,NED,False,Kristina Groves,CAN,False,Martina Sáblíková,CZE,False
2010,Speed Skating,"3,000 metres, Women",Martina Sáblíková,CZE,False,Stephanie Beckert,GER,False,Kristina Groves,CAN,False
2010,Speed Skating,"5,000 metres, Women",Martina Sáblíková,CZE,False,Stephanie Beckert,GER,False,Clara Hughes,CAN,False
2010,Speed Skating,"Team Pursuit (6 laps), Women",Germany,GER,False,Japan,JPN,False,Poland,POL,False
2014,Alpine Skiing,"Downhill, Men",Matthias Mayer,AUT,False,Christof Innerhofer,ITA,False,Kjetil Jansrud,NOR,False
2014,Alpine Skiing,"Super G, Men",Kjetil Jansrud,NOR,False,Andrew Weibrecht,USA,False,Jan HudecBode Miller,CANUSA,True
2014,Alpine Skiing,"Giant Slalom, Men",Ted Ligety,USA,False,Steve Missillier,FRA,False,Alexis Pinturault,FRA,False
2014,Alpine Skiing,"Slalom, Men",Mario Matt,AUT,False,Marcel Hirscher,AUT,False,Henrik Kristoffersen,NOR,False
2014,Alpine Skiing,"Combined, Men",Sandro Viletta,SUI,False,Ivica Kostelić,CRO,False,Christof Innerhofer,ITA,False
2014,Alpine Skiing,"Downhill, Women",Tina MazeDominique Gisin,SLOSUI,True,—,—,False,Lara Gut,SUI,False
2014,Alpine Skiing,"Super G, Women",Anna Fenninger,AUT,False,Maria Höfl-Riesch,GER,False,Nicole Hosp,AUT,False
2014,Alpine Skiing,"Giant Slalom, Women",Tina Maze,SLO,False,Anna Fenninger,AUT,False,Viktoria Rebensburg,GER,False
2014,Alpine Skiing,"Slalom, Women",Mikaela Shiffrin,USA,False,Marlies Schild,AUT,False,Kathrin Zettel,AUT,False
2014,Alpine Skiing,"Combined, Women",Maria Höfl-Riesch,GER,False,Nicole Hosp,AUT,False,Julia Mancuso,USA,False
2014,Biathlon,"Sprint, Men",Ole Einar Bjørndalen,NOR,False,Dominik Landertinger,AUT,False,Jaroslav Soukup,CZE,False
2014,Biathlon,"Pursuit, Men",Martin Fourcade,FRA,False,Ondřej Moravec,CZE,False,Jean-Guillaume Béatrix,FRA,False
2014,Biathlon,"Mass Start, Men",Emil Hegle Svendsen,NOR,False,Martin Fourcade,FRA,False,Ondřej Moravec,CZE,False
2014,Biathlon,"Individual, Men",Martin Fourcade,FRA,False,Erik Lesser,GER,False,Yevgeny Garanichev,RUS,False
2014,Biathlon,"Relay, Men",Germany,GER,False,Austria,AUT,False,Norway,NOR,False
2014,Biathlon,"Sprint, Women",Anastasia Kuzmina,SVK,False,Olga Vilukhina,RUS,False,Vita Semerenko,UKR,False
2014,Biathlon,"Pursuit, Women",Daria Domrachava,BLR,False,Tora Berger,NOR,False,Teja Gregorin,SLO,False
2014,Biathlon,"Mass Start, Women",Daria Domrachava,BLR,False,Gabriela Soukalová,CZE,False,Tiril Eckhoff,NOR,False
2014,Biathlon,"Individual, Women",Daria Domrachava,BLR,False,Selina Gasparin,SUI,False,Nadzeya Skardzina,BLR,False
2014,Biathlon,"Relay, Women",Ukraine,UKR,False,Norway,NOR,False,Czech Republic,CZE,False
2014,Biathlon,"Relay, Mixed",Norway,NOR,False,Czech Republic,CZE,False,Italy,ITA,False
2014,Bobsleigh,"Two, Men",Switzerland 1,SUI,False,United States 1,USA,False,Latvia 1,LAT,False
2014,Bobsleigh,"Four, Men",Latvia 1,LAT,False,United States 1,USA,False,Great Britain 1,GBR,False
2014,Bobsleigh,"Two, Women",Canada 1,CAN,False,United States 1,USA,False,United States 2,USA,False
2014,Cross Country Skiing,"Sprint, Men",Ola Vigen Hattestad,NOR,False,Teodor Peterson,SWE,False,Emil Jönsson,SWE,False
2014,Cross Country Skiing,"15 kilometres, Men",Dario Cologna,SUI,False,Johan Olsson,SWE,False,Daniel Rickardsson,SWE,False
2014,Cross Country Skiing,"50 kilometres, Men",Aleksandr Legkov,RUS,False,Maksim Vylegzhanin,RUS,False,Ilya Chernousov,RUS,False
2014,Cross Country Skiing,"Skiathlon, Men",Dario Cologna,SUI,False,Marcus Hellner,SWE,False,Martin Johnsrud Sundby,NOR,False
2014,Cross Country Skiing,"Relay, Men",Sweden,SWE,False,Russian Federation,RUS,False,France,FRA,False
2014,Cross Country Skiing,"Team Sprint, Men",Finland,FIN,False,Russian Federation,RUS,False,Sweden,SWE,False
2014,Cross Country Skiing,"Sprint, Women",Maiken Caspersen Falla,NOR,False,Ingvild Flugstad Østberg,NOR,False,Vesna Fabjan,SLO,False
2014,Cross Country Skiing,"10 kilometres, Women",Justyna Kowalczyk,POL,False,Charlotte Kalla,SWE,False,Therese Johaug,NOR,False
2014,Cross Country Skiing,"30 kilometres, Women",Marit Bjørgen,NOR,False,Therese Johaug,NOR,False,Kristin Størmer Steira,NOR,False
2014,Cross Country Skiing,"Skiathlon, Women",Marit Bjørgen,NOR,False,Charlotte Kalla,SWE,False,Heidi Weng,NOR,False
2014,Cross Country Skiing,"Relay, Women",Sweden,SWE,False,Finland,FIN,False,Germany,GER,False
2014,Cross Country Skiing,"Team Sprint, Women",Norway,NOR,False,Finland,FIN,False,Sweden,SWE,False
2014,Curling,"Team, Men",Canada,CAN,False,Great Britain,GBR,False,Sweden,SWE,False
