year,event,medal,noc,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
1980,"Slalom, Men",gold,SWE,SWE,17073.0446711494,8310531.0,USA,0,9.745256163747012,15.933034063707149
1980,"Downhill, Women",gold,AUT,AUT,10826.9718274995,7549433.0,USA,0,9.2897956912478,15.836983019067363
1980,"Giant Slalom, Women",gold,LIE,LIE,20958.7395302666,25512.0,USA,0,9.95031099971192,10.146904208689893
1980,"Slalom, Women",gold,LIE,LIE,20958.7395302666,25512.0,USA,0,9.95031099971192,10.146904208689893
1980,"Sprint, Men",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Individual, Men",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Relay, Men",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Two, Men",gold,SUI,CHE,19393.8805480097,6319408.0,USA,0,9.87271285962152,15.659136090849573
1980,"Four, Men",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"15 kilometres, Men",gold,SWE,SWE,17073.0446711494,8310531.0,USA,0,9.745256163747012,15.933034063707149
1980,"30 kilometres, Men",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"50 kilometres, Men",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Relay, Men",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"5 kilometres, Women",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"10 kilometres, Women",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Relay, Women",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Singles, Men",gold,GBR,GBR,10032.062080015,56314216.0,USA,0,9.213541451052818,17.846457565676534
1980,"Singles, Women",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Pairs, Mixed",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Ice Dance, Mixed",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Ice Hockey, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"Singles, Men",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Doubles, Men",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Singles, Women",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"Individual, Men",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"Normal Hill, Individual, Men",gold,AUT,AUT,10826.9718274995,7549433.0,USA,0,9.2897956912478,15.836983019067363
1980,"Large Hill, Individual, Men",gold,FIN,FIN,11224.9380036353,4779535.0,USA,0,9.32589318953376,15.379853819400871
1980,"500 metres, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"1,000 metres, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"1,500 metres, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"5,000 metres, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"10,000 metres, Men",gold,USA,USA,12574.7915062163,227225000.0,USA,1,9.43944941480793,19.24145127396911
1980,"500 metres, Women",gold,GDR,DEU,12182.7800196802,78288576.0,USA,0,9.40777875985717,18.175912249933393
1980,"1,000 metres, Women",gold,URS,RUS,,139010000.0,USA,0,,18.750056430953276
1980,"1,500 metres, Women",gold,NED,NLD,13812.1600098191,14149800.0,USA,0,9.533304643283433,16.46521104767801
1980,"3,000 metres, Women",gold,NOR,NOR,15772.2409073814,4085620.0,USA,0,9.666006769251991,15.222984049545415
1984,"Downhill, Men",gold,USA,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201587,19.27860056250019
1984,"Giant Slalom, Men",gold,SUI,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416025,15.678328652428922
1984,"Slalom, Men",gold,USA,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201587,19.27860056250019
1984,"Downhill, Women",gold,SUI,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416025,15.678328652428922
1984,"Giant Slalom, Women",gold,USA,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201587,19.27860056250019
1984,"Slalom, Women",gold,ITA,ITA,7757.55374836822,56576718.0,YUG,0,8.956422324866786,17.851108115792588
1984,"Sprint, Men",gold,NOR,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410851,15.236230258559063
1984,"Individual, Men",gold,FRG,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Relay, Men",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"Two, Men",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Four, Men",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"15 kilometres, Men",gold,SWE,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"30 kilometres, Men",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"50 kilometres, Men",gold,SWE,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"Relay, Men",gold,SWE,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"5 kilometres, Women",gold,FIN,FIN,10830.2185222663,4881803.0,YUG,0,9.290095517286053,15.401025176806241
1984,"10 kilometres, Women",gold,FIN,FIN,10830.2185222663,4881803.0,YUG,0,9.290095517286053,15.401025176806241
1984,"20 kilometres, Women",gold,FIN,FIN,10830.2185222663,4881803.0,YUG,0,9.290095517286053,15.401025176806241
1984,"Relay, Women",gold,NOR,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410851,15.236230258559063
1984,"Singles, Men",gold,USA,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201587,19.27860056250019
1984,"Singles, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Pairs, Mixed",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"Ice Dance, Mixed",gold,GBR,GBR,8179.19444064991,56422072.0,YUG,0,9.00934894560925,17.84837098742955
1984,"Ice Hockey, Men",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"Singles, Men",gold,ITA,ITA,7757.55374836822,56576718.0,YUG,0,8.956422324866786,17.851108115792588
1984,"Doubles, Men",gold,FRG,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Singles, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Individual, Men",gold,NOR,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410851,15.236230258559063
1984,"Normal Hill, Individual, Men",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"Large Hill, Individual, Men",gold,FIN,FIN,10830.2185222663,4881803.0,YUG,0,9.290095517286053,15.401025176806241
1984,"500 metres, Men",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"1,000 metres, Men",gold,CAN,CAN,13930.4745502555,25607053.0,YUG,0,9.541834132974317,17.058378379316984
1984,"1,500 metres, Men",gold,CAN,CAN,13930.4745502555,25607053.0,YUG,0,9.541834132974317,17.058378379316984
1984,"5,000 metres, Men",gold,SWE,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"10,000 metres, Men",gold,URS,RUS,,142745000.0,YUG,0,,18.776570379617258
1984,"500 metres, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"1,000 metres, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"1,500 metres, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1984,"3,000 metres, Women",gold,GDR,DEU,9347.29068412377,77858685.0,YUG,0,9.142841813888461,18.170406010715492
1988,"Downhill, Men",gold,SUI,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Super G, Men",gold,FRA,FRA,17549.6440487161,57598186.0,CAN,0,9.772788946563889,17.869001632114646
1988,"Giant Slalom, Men",gold,ITA,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"Slalom, Men",gold,ITA,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"Combined, Men",gold,AUT,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Downhill, Women",gold,FRG,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Super G, Women",gold,AUT,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Giant Slalom, Women",gold,SUI,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Slalom, Women",gold,SUI,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Combined, Women",gold,AUT,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Sprint, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Individual, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Relay, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Two, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Four, Men",gold,SUI,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"15 kilometres, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"30 kilometres, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"50 kilometres, Men",gold,SWE,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887647,15.948076784761444
1988,"Relay, Men",gold,SWE,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887647,15.948076784761444
1988,"5 kilometres, Women",gold,FIN,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512043,15.41418697263827
1988,"10 kilometres, Women",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"20 kilometres, Women",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Relay, Women",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Singles, Men",gold,USA,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.314721776891286
1988,"Singles, Women",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Pairs, Mixed",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Ice Dance, Mixed",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Ice Hockey, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"Singles, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Doubles, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Women",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Team, Men",gold,FRG,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Individual, Men",gold,SUI,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Normal Hill, Individual, Men",gold,FIN,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512043,15.41418697263827
1988,"Large Hill, Individual, Men",gold,FIN,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512043,15.41418697263827
1988,"Large Hill, Team, Men",gold,FIN,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512043,15.41418697263827
1988,"500 metres, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,000 metres, Men",gold,URS,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.804969882160954
1988,"1,500 metres, Men",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"5,000 metres, Men",gold,SWE,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887647,15.948076784761444
1988,"10,000 metres, Men",gold,SWE,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887647,15.948076784761444
1988,"500 metres, Women",gold,USA,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.314721776891286
1988,"1,000 metres, Women",gold,GDR,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,500 metres, Women",gold,NED,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"3,000 metres, Women",gold,NED,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"5,000 metres, Women",gold,NED,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1992,"Downhill, Men",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Super G, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"Giant Slalom, Men",gold,ITA,ITA,23297.0460325456,56797087.0,FRA,0,10.056081851797492,17.85499559716498
1992,"Slalom, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"Combined, Men",gold,ITA,ITA,23297.0460325456,56797087.0,FRA,0,10.056081851797492,17.85499559716498
1992,"Downhill, Women",gold,CAN,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Super G, Women",gold,ITA,ITA,23297.0460325456,56797087.0,FRA,0,10.056081851797492,17.85499559716498
1992,"Giant Slalom, Women",gold,SWE,SWE,32753.4287003642,8668067.0,FRA,0,10.396762928724344,15.975156371188579
1992,"Slalom, Women",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Combined, Women",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Sprint, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"Individual, Men",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Relay, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"Sprint, Women",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Individual, Women",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"Relay, Women",gold,FRA,FRA,23615.0168565483,58846584.0,FRA,1,10.069638096136794,17.890444344106477
1992,"Two, Men",gold,SUI,CHE,40713.6881521435,6875364.0,FRA,0,10.61431963312287,15.743455145569893
1992,"Four, Men",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"10 kilometres, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"30 kilometres, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"50 kilometres, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"Skiathlon, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"Relay, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"5 kilometres, Women",gold,FIN,FIN,22320.1124695857,5041992.0,FRA,0,10.013243455442485,15.433311800056789
1992,"15 kilometres, Women",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"30 kilometres, Women",gold,ITA,ITA,23297.0460325456,56797087.0,FRA,0,10.056081851797492,17.85499559716498
1992,"Skiathlon, Women",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Relay, Women",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Singles, Men",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Singles, Women",gold,USA,USA,25418.9907763319,256514000.0,FRA,0,10.143251842001403,19.362693801982303
1992,"Pairs, Mixed",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Ice Dance, Mixed",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Moguls, Men",gold,FRA,FRA,23615.0168565483,58846584.0,FRA,1,10.069638096136794,17.890444344106477
1992,"Moguls, Women",gold,USA,USA,25418.9907763319,256514000.0,FRA,0,10.143251842001403,19.362693801982303
1992,"Ice Hockey, Men",gold,EUN,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Singles, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"Doubles, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"Singles, Women",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Team, Men",gold,JPN,JPN,31992.7902119161,124425000.0,FRA,0,10.37326585051906,18.639213682708892
1992,"Individual, Men",gold,FRA,FRA,23615.0168565483,58846584.0,FRA,1,10.069638096136794,17.890444344106477
1992,"1,000 metres, Men",gold,KOR,KOR,8387.16308258471,43747962.0,FRA,0,9.03445761148175,17.59395558682574
1992,"Relay, Men",gold,KOR,KOR,8387.16308258471,43747962.0,FRA,0,9.03445761148175,17.59395558682574
1992,"500 metres, Women",gold,USA,USA,25418.9907763319,256514000.0,FRA,0,10.143251842001403,19.362693801982303
1992,"Relay, Women",gold,CAN,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Normal Hill, Individual, Men",gold,AUT,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Large Hill, Individual, Men",gold,FIN,FIN,22320.1124695857,5041992.0,FRA,0,10.013243455442485,15.433311800056789
1992,"Large Hill, Team, Men",gold,FIN,FIN,22320.1124695857,5041992.0,FRA,0,10.013243455442485,15.433311800056789
1992,"500 metres, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"1,000 metres, Men",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"1,500 metres, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"5,000 metres, Men",gold,NOR,NOR,30523.9850558974,4286401.0,FRA,0,10.326268048824074,15.27095801106846
1992,"10,000 metres, Men",gold,NED,NLD,23939.2173482108,15184166.0,FRA,0,10.08327328635579,16.535763732332676
1992,"500 metres, Women",gold,USA,USA,25418.9907763319,256514000.0,FRA,0,10.143251842001403,19.362693801982303
1992,"1,000 metres, Women",gold,USA,USA,25418.9907763319,256514000.0,FRA,0,10.143251842001403,19.362693801982303
1992,"1,500 metres, Women",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"3,000 metres, Women",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1992,"5,000 metres, Women",gold,GER,DEU,26559.8543879632,80624598.0,FRA,0,10.187156121194437,18.205314347021268
1994,"Downhill, Men",gold,USA,USA,27694.853416234,263126000.0,NOR,0,10.229001877665112,19.38814356286876
1994,"Super G, Men",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Giant Slalom, Men",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Slalom, Men",gold,AUT,AUT,25546.2460525087,7936118.0,NOR,0,10.148245659299416,15.886934796787918
1994,"Combined, Men",gold,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"Downhill, Women",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Super G, Women",gold,USA,USA,27694.853416234,263126000.0,NOR,0,10.229001877665112,19.38814356286876
1994,"Giant Slalom, Women",gold,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
1994,"Slalom, Women",gold,SUI,CHE,43091.7770970073,6993795.0,NOR,0,10.6710874712774,15.760533885338026
1994,"Combined, Women",gold,SWE,SWE,26045.5196995275,8780745.0,NOR,0,10.167601043887972,15.988071813947796
1994,"Sprint, Men",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Individual, Men",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Relay, Men",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Sprint, Women",gold,CAN,CAN,19997.6237373354,29000663.0,NOR,0,9.90336873234406,17.18282924975838
1994,"Individual, Women",gold,CAN,CAN,19997.6237373354,29000663.0,NOR,0,9.90336873234406,17.18282924975838
1994,"Relay, Women",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Two, Men",gold,SUI,CHE,43091.7770970073,6993795.0,NOR,0,10.6710874712774,15.760533885338026
1994,"Four, Men",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"10 kilometres, Men",gold,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"30 kilometres, Men",gold,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"50 kilometres, Men",gold,KAZ,KAZ,1246.83633018218,17043771.0,NOR,0,7.1283646862095775,16.65129535769849
1994,"Skiathlon, Men",gold,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"Relay, Men",gold,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
1994,"5 kilometres, Women",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"15 kilometres, Women",gold,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
1994,"30 kilometres, Women",gold,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
1994,"Skiathlon, Women",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Relay, Women",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Singles, Men",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Singles, Women",gold,UKR,UKR,1009.09405517578,52075998.0,NOR,0,6.916808232238958,17.768214709594016
1994,"Pairs, Mixed",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Ice Dance, Mixed",gold,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"Moguls, Men",gold,CAN,CAN,19997.6237373354,29000663.0,NOR,0,9.90336873234406,17.18282924975838
1994,"Aerials, Men",gold,SUI,CHE,43091.7770970073,6993795.0,NOR,0,10.6710874712774,15.760533885338026
1994,"Moguls, Women",gold,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"Aerials, Women",gold,UZB,UZB,574.229079896619,22463291.0,NOR,0,6.353028410599329,16.92739302369991
1994,"Ice Hockey, Men",gold,SWE,SWE,26045.5196995275,8780745.0,NOR,0,10.167601043887972,15.988071813947796
1994,"Singles, Men",gold,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Doubles, Men",gold,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
